1.113575954 0 1   0.0515734 -0.00800317   0.0989889 0.148854 0.959236 0 -0.240227 0 0 0 0 0 0 1 
1.113709429 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0 0 0 0 0 0 1 
1.133769206 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.153762204 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.173761932 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.193779315 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.213780737 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.233761994 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.253767772 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.273763251 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.293765351 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.313765778 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.333776917 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.353776479 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.373772743 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.393801584 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.413765132 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.433766726 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.453802583 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.473772073 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.493772537 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.513780176 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.533766778 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.553770809 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.573776022 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.593775971 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.613784392 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.633765464 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.653767242 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.673761777 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.693762789 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.713796330 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.733761466 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.753763002 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.773766614 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.793763099 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.813764341 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.833767960 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.853782340 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.873764346 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.893763281 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.913766504 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
1.933767165 0 0   0.0515734 -0.00800317   0.0989889 -0.106865 -0.169907 1.77076e-18 0.979649 0.0149997 0.0150014    0.1363 -8.30589e-12 4.69727e-12 -0.707111 -0.707103 
